matrix_column,stem,benchmark_name,model,agent,score_harbor,score_doc,delta,doc_model_matched,doc_agent_matched,doc_metric_used,primary_metric_json,doc_slice_date,doc_source_url,match_status,alignment_status,alignment_transform,include_in_comparison,alignment_evidence_level,alignment_notes
pixiu,pixiu,PIXIU,gpt-5-mini,terminus-2,0.506891,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"PIXIU/FinBen reports task-specific metrics across many financial NLP subcategories and has no single overall external score selector. Harbor adapter parity uses 435 tasks (29 subcategories x 15), while the current Harbor matrix contains 103 pixiu tasks with uneven coverage across 29 subcategories. No single JSON doc_metric maps to the current Harbor benchmark-level aggregate."
pixiu,pixiu,PIXIU,gpt-5-mini,codex,0.480124,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"PIXIU/FinBen reports task-specific metrics across many financial NLP subcategories and has no single overall external score selector. Harbor adapter parity uses 435 tasks (29 subcategories x 15), while the current Harbor matrix contains 103 pixiu tasks with uneven coverage across 29 subcategories. No single JSON doc_metric maps to the current Harbor benchmark-level aggregate."
pixiu,pixiu,PIXIU,gpt-5-nano,terminus-2,0.299055,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"PIXIU/FinBen reports task-specific metrics across many financial NLP subcategories and has no single overall external score selector. Harbor adapter parity uses 435 tasks (29 subcategories x 15), while the current Harbor matrix contains 103 pixiu tasks with uneven coverage across 29 subcategories. No single JSON doc_metric maps to the current Harbor benchmark-level aggregate."
pixiu,pixiu,PIXIU,gpt-5-nano,codex,0.336875,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"PIXIU/FinBen reports task-specific metrics across many financial NLP subcategories and has no single overall external score selector. Harbor adapter parity uses 435 tasks (29 subcategories x 15), while the current Harbor matrix contains 103 pixiu tasks with uneven coverage across 29 subcategories. No single JSON doc_metric maps to the current Harbor benchmark-level aggregate."
pixiu,pixiu,PIXIU,claude-haiku-4-5-20251001,terminus-2,0.489963,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"PIXIU/FinBen reports task-specific metrics across many financial NLP subcategories and has no single overall external score selector. Harbor adapter parity uses 435 tasks (29 subcategories x 15), while the current Harbor matrix contains 103 pixiu tasks with uneven coverage across 29 subcategories. No single JSON doc_metric maps to the current Harbor benchmark-level aggregate."
pixiu,pixiu,PIXIU,claude-haiku-4-5-20251001,claude-code,0.489032,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"PIXIU/FinBen reports task-specific metrics across many financial NLP subcategories and has no single overall external score selector. Harbor adapter parity uses 435 tasks (29 subcategories x 15), while the current Harbor matrix contains 103 pixiu tasks with uneven coverage across 29 subcategories. No single JSON doc_metric maps to the current Harbor benchmark-level aggregate."
pixiu,pixiu,PIXIU,claude-sonnet-4-6,terminus-2,0.571804,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"PIXIU/FinBen reports task-specific metrics across many financial NLP subcategories and has no single overall external score selector. Harbor adapter parity uses 435 tasks (29 subcategories x 15), while the current Harbor matrix contains 103 pixiu tasks with uneven coverage across 29 subcategories. No single JSON doc_metric maps to the current Harbor benchmark-level aggregate."
pixiu,pixiu,PIXIU,claude-sonnet-4-6,claude-code,0.574412,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"PIXIU/FinBen reports task-specific metrics across many financial NLP subcategories and has no single overall external score selector. Harbor adapter parity uses 435 tasks (29 subcategories x 15), while the current Harbor matrix contains 103 pixiu tasks with uneven coverage across 29 subcategories. No single JSON doc_metric maps to the current Harbor benchmark-level aggregate."
pixiu,pixiu,PIXIU,claude-opus-4-6,terminus-2,0.626219,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"PIXIU/FinBen reports task-specific metrics across many financial NLP subcategories and has no single overall external score selector. Harbor adapter parity uses 435 tasks (29 subcategories x 15), while the current Harbor matrix contains 103 pixiu tasks with uneven coverage across 29 subcategories. No single JSON doc_metric maps to the current Harbor benchmark-level aggregate."
pixiu,pixiu,PIXIU,claude-opus-4-6,claude-code,0.61158,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"PIXIU/FinBen reports task-specific metrics across many financial NLP subcategories and has no single overall external score selector. Harbor adapter parity uses 435 tasks (29 subcategories x 15), while the current Harbor matrix contains 103 pixiu tasks with uneven coverage across 29 subcategories. No single JSON doc_metric maps to the current Harbor benchmark-level aggregate."
pixiu,pixiu,PIXIU,gemini-3.1-pro-preview,terminus-2,0.740346,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"PIXIU/FinBen reports task-specific metrics across many financial NLP subcategories and has no single overall external score selector. Harbor adapter parity uses 435 tasks (29 subcategories x 15), while the current Harbor matrix contains 103 pixiu tasks with uneven coverage across 29 subcategories. No single JSON doc_metric maps to the current Harbor benchmark-level aggregate."
pixiu,pixiu,PIXIU,gemini-3.1-pro-preview,gemini-cli,0.747648,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"PIXIU/FinBen reports task-specific metrics across many financial NLP subcategories and has no single overall external score selector. Harbor adapter parity uses 435 tasks (29 subcategories x 15), while the current Harbor matrix contains 103 pixiu tasks with uneven coverage across 29 subcategories. No single JSON doc_metric maps to the current Harbor benchmark-level aggregate."
pixiu,pixiu,PIXIU,gemini-3-flash-preview,terminus-2,0.66203,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"PIXIU/FinBen reports task-specific metrics across many financial NLP subcategories and has no single overall external score selector. Harbor adapter parity uses 435 tasks (29 subcategories x 15), while the current Harbor matrix contains 103 pixiu tasks with uneven coverage across 29 subcategories. No single JSON doc_metric maps to the current Harbor benchmark-level aggregate."
pixiu,pixiu,PIXIU,gemini-3-flash-preview,gemini-cli,0.703939,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"PIXIU/FinBen reports task-specific metrics across many financial NLP subcategories and has no single overall external score selector. Harbor adapter parity uses 435 tasks (29 subcategories x 15), while the current Harbor matrix contains 103 pixiu tasks with uneven coverage across 29 subcategories. No single JSON doc_metric maps to the current Harbor benchmark-level aggregate."
qcircuitbench,qcircuitbench,QCircuitBench,gpt-5.4,terminus-2,0.496029,,,,,,Semantic Score,2025-12-16,https://arxiv.org/abs/2410.07961v3,no_model_match,direct,identity,True,metric_name_match,"Use 1-shot semantic score, not syntax score or 5-shot variant."
qcircuitbench,qcircuitbench,QCircuitBench,gpt-5.4,codex,0.619992,,,,,,Semantic Score,2025-12-16,https://arxiv.org/abs/2410.07961v3,no_model_match,direct,identity,True,metric_name_match,"Use 1-shot semantic score, not syntax score or 5-shot variant."
qcircuitbench,qcircuitbench,QCircuitBench,gpt-5-mini,terminus-2,0.35753,,,,,,Semantic Score,2025-12-16,https://arxiv.org/abs/2410.07961v3,no_model_match,direct,identity,True,metric_name_match,"Use 1-shot semantic score, not syntax score or 5-shot variant."
qcircuitbench,qcircuitbench,QCircuitBench,gpt-5-mini,codex,0.177249,,,,,,Semantic Score,2025-12-16,https://arxiv.org/abs/2410.07961v3,no_model_match,direct,identity,True,metric_name_match,"Use 1-shot semantic score, not syntax score or 5-shot variant."
qcircuitbench,qcircuitbench,QCircuitBench,gpt-5-nano,terminus-2,0.141918,,,,,,Semantic Score,2025-12-16,https://arxiv.org/abs/2410.07961v3,no_model_match,direct,identity,True,metric_name_match,"Use 1-shot semantic score, not syntax score or 5-shot variant."
qcircuitbench,qcircuitbench,QCircuitBench,gpt-5-nano,codex,0.0,,,,,,Semantic Score,2025-12-16,https://arxiv.org/abs/2410.07961v3,no_model_match,direct,identity,True,metric_name_match,"Use 1-shot semantic score, not syntax score or 5-shot variant."
qcircuitbench,qcircuitbench,QCircuitBench,claude-haiku-4-5-20251001,terminus-2,0.23217,,,,,,Semantic Score,2025-12-16,https://arxiv.org/abs/2410.07961v3,no_model_match,direct,identity,True,metric_name_match,"Use 1-shot semantic score, not syntax score or 5-shot variant."
qcircuitbench,qcircuitbench,QCircuitBench,claude-haiku-4-5-20251001,claude-code,0.384019,,,,,,Semantic Score,2025-12-16,https://arxiv.org/abs/2410.07961v3,no_model_match,direct,identity,True,metric_name_match,"Use 1-shot semantic score, not syntax score or 5-shot variant."
qcircuitbench,qcircuitbench,QCircuitBench,claude-sonnet-4-6,terminus-2,0.507299,,,,,,Semantic Score,2025-12-16,https://arxiv.org/abs/2410.07961v3,no_model_match,direct,identity,True,metric_name_match,"Use 1-shot semantic score, not syntax score or 5-shot variant."
qcircuitbench,qcircuitbench,QCircuitBench,claude-sonnet-4-6,claude-code,0.492953,,,,,,Semantic Score,2025-12-16,https://arxiv.org/abs/2410.07961v3,no_model_match,direct,identity,True,metric_name_match,"Use 1-shot semantic score, not syntax score or 5-shot variant."
qcircuitbench,qcircuitbench,QCircuitBench,claude-opus-4-6,terminus-2,0.561997,,,,,,Semantic Score,2025-12-16,https://arxiv.org/abs/2410.07961v3,no_model_match,direct,identity,True,metric_name_match,"Use 1-shot semantic score, not syntax score or 5-shot variant."
qcircuitbench,qcircuitbench,QCircuitBench,claude-opus-4-6,claude-code,0.488629,,,,,,Semantic Score,2025-12-16,https://arxiv.org/abs/2410.07961v3,no_model_match,direct,identity,True,metric_name_match,"Use 1-shot semantic score, not syntax score or 5-shot variant."
qcircuitbench,qcircuitbench,QCircuitBench,gemini-3.1-pro-preview,terminus-2,0.686508,,,,,,Semantic Score,2025-12-16,https://arxiv.org/abs/2410.07961v3,no_model_match,direct,identity,True,metric_name_match,"Use 1-shot semantic score, not syntax score or 5-shot variant."
qcircuitbench,qcircuitbench,QCircuitBench,gemini-3.1-pro-preview,gemini-cli,0.559524,,,,,,Semantic Score,2025-12-16,https://arxiv.org/abs/2410.07961v3,no_model_match,direct,identity,True,metric_name_match,"Use 1-shot semantic score, not syntax score or 5-shot variant."
qcircuitbench,qcircuitbench,QCircuitBench,gemini-3-flash-preview,terminus-2,0.642857,,,,,,Semantic Score,2025-12-16,https://arxiv.org/abs/2410.07961v3,no_model_match,direct,identity,True,metric_name_match,"Use 1-shot semantic score, not syntax score or 5-shot variant."
qcircuitbench,qcircuitbench,QCircuitBench,gemini-3-flash-preview,gemini-cli,0.491083,,,,,,Semantic Score,2025-12-16,https://arxiv.org/abs/2410.07961v3,no_model_match,direct,identity,True,metric_name_match,"Use 1-shot semantic score, not syntax score or 5-shot variant."
quixbugs,quixbugs,QuixBugs,gpt-5.4,terminus-2,0.8625,,,,,,Num Repaired programs,2020-09-28,https://arxiv.org/abs/1805.03454,no_model_match,transformed,lambda x: x / 40.0,True,paper_or_docs_match,QuixBugs has 40 programs; convert repaired-program count to pass rate.
quixbugs,quixbugs,QuixBugs,gpt-5.4,codex,0.975,,,,,,Num Repaired programs,2020-09-28,https://arxiv.org/abs/1805.03454,no_model_match,transformed,lambda x: x / 40.0,True,paper_or_docs_match,QuixBugs has 40 programs; convert repaired-program count to pass rate.
quixbugs,quixbugs,QuixBugs,gpt-5-mini,terminus-2,0.891667,,,,,,Num Repaired programs,2020-09-28,https://arxiv.org/abs/1805.03454,no_model_match,transformed,lambda x: x / 40.0,True,paper_or_docs_match,QuixBugs has 40 programs; convert repaired-program count to pass rate.
quixbugs,quixbugs,QuixBugs,gpt-5-mini,codex,0.8875,,,,,,Num Repaired programs,2020-09-28,https://arxiv.org/abs/1805.03454,no_model_match,transformed,lambda x: x / 40.0,True,paper_or_docs_match,QuixBugs has 40 programs; convert repaired-program count to pass rate.
quixbugs,quixbugs,QuixBugs,gpt-5-nano,terminus-2,0.3625,,,,,,Num Repaired programs,2020-09-28,https://arxiv.org/abs/1805.03454,no_model_match,transformed,lambda x: x / 40.0,True,paper_or_docs_match,QuixBugs has 40 programs; convert repaired-program count to pass rate.
quixbugs,quixbugs,QuixBugs,gpt-5-nano,codex,0.291667,,,,,,Num Repaired programs,2020-09-28,https://arxiv.org/abs/1805.03454,no_model_match,transformed,lambda x: x / 40.0,True,paper_or_docs_match,QuixBugs has 40 programs; convert repaired-program count to pass rate.
quixbugs,quixbugs,QuixBugs,claude-haiku-4-5-20251001,terminus-2,0.7125,,,,,,Num Repaired programs,2020-09-28,https://arxiv.org/abs/1805.03454,no_model_match,transformed,lambda x: x / 40.0,True,paper_or_docs_match,QuixBugs has 40 programs; convert repaired-program count to pass rate.
quixbugs,quixbugs,QuixBugs,claude-haiku-4-5-20251001,claude-code,0.8875,,,,,,Num Repaired programs,2020-09-28,https://arxiv.org/abs/1805.03454,no_model_match,transformed,lambda x: x / 40.0,True,paper_or_docs_match,QuixBugs has 40 programs; convert repaired-program count to pass rate.
quixbugs,quixbugs,QuixBugs,claude-sonnet-4-6,terminus-2,0.925,,,,,,Num Repaired programs,2020-09-28,https://arxiv.org/abs/1805.03454,no_model_match,transformed,lambda x: x / 40.0,True,paper_or_docs_match,QuixBugs has 40 programs; convert repaired-program count to pass rate.
quixbugs,quixbugs,QuixBugs,claude-sonnet-4-6,claude-code,0.975,,,,,,Num Repaired programs,2020-09-28,https://arxiv.org/abs/1805.03454,no_model_match,transformed,lambda x: x / 40.0,True,paper_or_docs_match,QuixBugs has 40 programs; convert repaired-program count to pass rate.
quixbugs,quixbugs,QuixBugs,claude-opus-4-6,terminus-2,0.954167,,,,,,Num Repaired programs,2020-09-28,https://arxiv.org/abs/1805.03454,no_model_match,transformed,lambda x: x / 40.0,True,paper_or_docs_match,QuixBugs has 40 programs; convert repaired-program count to pass rate.
quixbugs,quixbugs,QuixBugs,claude-opus-4-6,claude-code,0.933333,,,,,,Num Repaired programs,2020-09-28,https://arxiv.org/abs/1805.03454,no_model_match,transformed,lambda x: x / 40.0,True,paper_or_docs_match,QuixBugs has 40 programs; convert repaired-program count to pass rate.
quixbugs,quixbugs,QuixBugs,gemini-3.1-pro-preview,terminus-2,0.925,,,,,,Num Repaired programs,2020-09-28,https://arxiv.org/abs/1805.03454,no_model_match,transformed,lambda x: x / 40.0,True,paper_or_docs_match,QuixBugs has 40 programs; convert repaired-program count to pass rate.
quixbugs,quixbugs,QuixBugs,gemini-3.1-pro-preview,gemini-cli,0.933333,,,,,,Num Repaired programs,2020-09-28,https://arxiv.org/abs/1805.03454,no_model_match,transformed,lambda x: x / 40.0,True,paper_or_docs_match,QuixBugs has 40 programs; convert repaired-program count to pass rate.
quixbugs,quixbugs,QuixBugs,gemini-3-flash-preview,terminus-2,0.958333,,,,,,Num Repaired programs,2020-09-28,https://arxiv.org/abs/1805.03454,no_model_match,transformed,lambda x: x / 40.0,True,paper_or_docs_match,QuixBugs has 40 programs; convert repaired-program count to pass rate.
quixbugs,quixbugs,QuixBugs,gemini-3-flash-preview,gemini-cli,0.970833,,,,,,Num Repaired programs,2020-09-28,https://arxiv.org/abs/1805.03454,no_model_match,transformed,lambda x: x / 40.0,True,paper_or_docs_match,QuixBugs has 40 programs; convert repaired-program count to pass rate.
reasoning-gym,reasoning_gym,Reasoning Gym,gpt-5.4,terminus-2,0.842086,,,,,,accuracy,2025-05-30,https://github.com/open-thought/reasoning-gym-eval/blob/main/visualizations/overall_performance.png,no_model_match,direct,identity,True,metric_name_match,Single accuracy metric on the same scale.
reasoning-gym,reasoning_gym,Reasoning Gym,gpt-5.4,codex,0.907949,,,,,,accuracy,2025-05-30,https://github.com/open-thought/reasoning-gym-eval/blob/main/visualizations/overall_performance.png,no_model_match,direct,identity,True,metric_name_match,Single accuracy metric on the same scale.
reasoning-gym,reasoning_gym,Reasoning Gym,gpt-5-mini,terminus-2,0.841367,,,,,,accuracy,2025-05-30,https://github.com/open-thought/reasoning-gym-eval/blob/main/visualizations/overall_performance.png,no_model_match,direct,identity,True,metric_name_match,Single accuracy metric on the same scale.
reasoning-gym,reasoning_gym,Reasoning Gym,gpt-5-mini,codex,0.833604,,,,,,accuracy,2025-05-30,https://github.com/open-thought/reasoning-gym-eval/blob/main/visualizations/overall_performance.png,no_model_match,direct,identity,True,metric_name_match,Single accuracy metric on the same scale.
reasoning-gym,reasoning_gym,Reasoning Gym,gpt-5-nano,terminus-2,0.667216,,,,,,accuracy,2025-05-30,https://github.com/open-thought/reasoning-gym-eval/blob/main/visualizations/overall_performance.png,no_model_match,direct,identity,True,metric_name_match,Single accuracy metric on the same scale.
reasoning-gym,reasoning_gym,Reasoning Gym,gpt-5-nano,codex,0.565696,,,,,,accuracy,2025-05-30,https://github.com/open-thought/reasoning-gym-eval/blob/main/visualizations/overall_performance.png,no_model_match,direct,identity,True,metric_name_match,Single accuracy metric on the same scale.
reasoning-gym,reasoning_gym,Reasoning Gym,claude-haiku-4-5-20251001,terminus-2,0.802662,,,,,,accuracy,2025-05-30,https://github.com/open-thought/reasoning-gym-eval/blob/main/visualizations/overall_performance.png,no_model_match,direct,identity,True,metric_name_match,Single accuracy metric on the same scale.
reasoning-gym,reasoning_gym,Reasoning Gym,claude-haiku-4-5-20251001,claude-code,0.807643,,,,,,accuracy,2025-05-30,https://github.com/open-thought/reasoning-gym-eval/blob/main/visualizations/overall_performance.png,no_model_match,direct,identity,True,metric_name_match,Single accuracy metric on the same scale.
reasoning-gym,reasoning_gym,Reasoning Gym,claude-sonnet-4-6,terminus-2,0.865787,,,,,,accuracy,2025-05-30,https://github.com/open-thought/reasoning-gym-eval/blob/main/visualizations/overall_performance.png,no_model_match,direct,identity,True,metric_name_match,Single accuracy metric on the same scale.
reasoning-gym,reasoning_gym,Reasoning Gym,claude-sonnet-4-6,claude-code,0.813425,,,,,,accuracy,2025-05-30,https://github.com/open-thought/reasoning-gym-eval/blob/main/visualizations/overall_performance.png,no_model_match,direct,identity,True,metric_name_match,Single accuracy metric on the same scale.
reasoning-gym,reasoning_gym,Reasoning Gym,claude-opus-4-6,terminus-2,0.873894,,,,,,accuracy,2025-05-30,https://github.com/open-thought/reasoning-gym-eval/blob/main/visualizations/overall_performance.png,no_model_match,direct,identity,True,metric_name_match,Single accuracy metric on the same scale.
reasoning-gym,reasoning_gym,Reasoning Gym,claude-opus-4-6,claude-code,0.852036,,,,,,accuracy,2025-05-30,https://github.com/open-thought/reasoning-gym-eval/blob/main/visualizations/overall_performance.png,no_model_match,direct,identity,True,metric_name_match,Single accuracy metric on the same scale.
reasoning-gym,reasoning_gym,Reasoning Gym,gemini-3.1-pro-preview,terminus-2,0.910778,,,,,,accuracy,2025-05-30,https://github.com/open-thought/reasoning-gym-eval/blob/main/visualizations/overall_performance.png,no_model_match,direct,identity,True,metric_name_match,Single accuracy metric on the same scale.
reasoning-gym,reasoning_gym,Reasoning Gym,gemini-3.1-pro-preview,gemini-cli,0.803975,,,,,,accuracy,2025-05-30,https://github.com/open-thought/reasoning-gym-eval/blob/main/visualizations/overall_performance.png,no_model_match,direct,identity,True,metric_name_match,Single accuracy metric on the same scale.
reasoning-gym,reasoning_gym,Reasoning Gym,gemini-3-flash-preview,terminus-2,0.861559,,,,,,accuracy,2025-05-30,https://github.com/open-thought/reasoning-gym-eval/blob/main/visualizations/overall_performance.png,no_model_match,direct,identity,True,metric_name_match,Single accuracy metric on the same scale.
reasoning-gym,reasoning_gym,Reasoning Gym,gemini-3-flash-preview,gemini-cli,0.58881,,,,,,accuracy,2025-05-30,https://github.com/open-thought/reasoning-gym-eval/blob/main/visualizations/overall_performance.png,no_model_match,direct,identity,True,metric_name_match,Single accuracy metric on the same scale.
replicationbench,replicationbench,ReplicationBench,gpt-5.4,terminus-2,0.255556,,,,,,unweighted score,2025-10,https://arxiv.org/abs/2510.24591,no_model_match,direct,identity,True,metric_name_match,Legacy single-score rows are documented as unweighted benchmark score.
replicationbench,replicationbench,ReplicationBench,gpt-5.4,codex,0.607407,,,,,,unweighted score,2025-10,https://arxiv.org/abs/2510.24591,no_model_match,direct,identity,True,metric_name_match,Legacy single-score rows are documented as unweighted benchmark score.
replicationbench,replicationbench,ReplicationBench,gpt-5-mini,terminus-2,0.081481,,,,,,unweighted score,2025-10,https://arxiv.org/abs/2510.24591,no_model_match,direct,identity,True,metric_name_match,Legacy single-score rows are documented as unweighted benchmark score.
replicationbench,replicationbench,ReplicationBench,gpt-5-mini,codex,0.233333,,,,,,unweighted score,2025-10,https://arxiv.org/abs/2510.24591,no_model_match,direct,identity,True,metric_name_match,Legacy single-score rows are documented as unweighted benchmark score.
replicationbench,replicationbench,ReplicationBench,gpt-5-nano,terminus-2,0.040741,,,,,,unweighted score,2025-10,https://arxiv.org/abs/2510.24591,no_model_match,direct,identity,True,metric_name_match,Legacy single-score rows are documented as unweighted benchmark score.
replicationbench,replicationbench,ReplicationBench,gpt-5-nano,codex,0.040741,,,,,,unweighted score,2025-10,https://arxiv.org/abs/2510.24591,no_model_match,direct,identity,True,metric_name_match,Legacy single-score rows are documented as unweighted benchmark score.
replicationbench,replicationbench,ReplicationBench,claude-haiku-4-5-20251001,terminus-2,0.103704,,,,,,unweighted score,2025-10,https://arxiv.org/abs/2510.24591,no_model_match,direct,identity,True,metric_name_match,Legacy single-score rows are documented as unweighted benchmark score.
replicationbench,replicationbench,ReplicationBench,claude-haiku-4-5-20251001,claude-code,0.151852,,,,,,unweighted score,2025-10,https://arxiv.org/abs/2510.24591,no_model_match,direct,identity,True,metric_name_match,Legacy single-score rows are documented as unweighted benchmark score.
replicationbench,replicationbench,ReplicationBench,claude-sonnet-4-6,terminus-2,0.207407,,,,,,unweighted score,2025-10,https://arxiv.org/abs/2510.24591,no_model_match,direct,identity,True,metric_name_match,Legacy single-score rows are documented as unweighted benchmark score.
replicationbench,replicationbench,ReplicationBench,claude-sonnet-4-6,claude-code,0.218519,,,,,,unweighted score,2025-10,https://arxiv.org/abs/2510.24591,no_model_match,direct,identity,True,metric_name_match,Legacy single-score rows are documented as unweighted benchmark score.
replicationbench,replicationbench,ReplicationBench,claude-opus-4-6,terminus-2,0.240741,,,,,,unweighted score,2025-10,https://arxiv.org/abs/2510.24591,no_model_match,direct,identity,True,metric_name_match,Legacy single-score rows are documented as unweighted benchmark score.
replicationbench,replicationbench,ReplicationBench,claude-opus-4-6,claude-code,0.285185,,,,,,unweighted score,2025-10,https://arxiv.org/abs/2510.24591,no_model_match,direct,identity,True,metric_name_match,Legacy single-score rows are documented as unweighted benchmark score.
replicationbench,replicationbench,ReplicationBench,gemini-3.1-pro-preview,terminus-2,0.540741,,,,,,unweighted score,2025-10,https://arxiv.org/abs/2510.24591,no_model_match,direct,identity,True,metric_name_match,Legacy single-score rows are documented as unweighted benchmark score.
replicationbench,replicationbench,ReplicationBench,gemini-3.1-pro-preview,gemini-cli,0.62963,,,,,,unweighted score,2025-10,https://arxiv.org/abs/2510.24591,no_model_match,direct,identity,True,metric_name_match,Legacy single-score rows are documented as unweighted benchmark score.
replicationbench,replicationbench,ReplicationBench,gemini-3-flash-preview,terminus-2,0.218519,,,,,,unweighted score,2025-10,https://arxiv.org/abs/2510.24591,no_model_match,direct,identity,True,metric_name_match,Legacy single-score rows are documented as unweighted benchmark score.
replicationbench,replicationbench,ReplicationBench,gemini-3-flash-preview,gemini-cli,0.355556,,,,,,unweighted score,2025-10,https://arxiv.org/abs/2510.24591,no_model_match,direct,identity,True,metric_name_match,Legacy single-score rows are documented as unweighted benchmark score.
research-code-bench,researchcodebench,ResearchCodeBench,gpt-5.4,terminus-2,0.006289,,,,,scaled pass@1,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"Public paper/leaderboard results in the JSON report scaled pass@1, which is LoC-weighted. The Harbor matrix covers all 212 snippet tasks and aggregates unweighted task success, matching the adapter parity metric success_rate (%) rather than scaled_success_rate. Because the JSON does not contain the unweighted success_rate (%) metric, no external doc_metric is directly comparable."
research-code-bench,researchcodebench,ResearchCodeBench,gpt-5.4,codex,0.866352,,,,,scaled pass@1,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"Public paper/leaderboard results in the JSON report scaled pass@1, which is LoC-weighted. The Harbor matrix covers all 212 snippet tasks and aggregates unweighted task success, matching the adapter parity metric success_rate (%) rather than scaled_success_rate. Because the JSON does not contain the unweighted success_rate (%) metric, no external doc_metric is directly comparable."
research-code-bench,researchcodebench,ResearchCodeBench,gpt-5-mini,terminus-2,0.0,,,,,scaled pass@1,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"Public paper/leaderboard results in the JSON report scaled pass@1, which is LoC-weighted. The Harbor matrix covers all 212 snippet tasks and aggregates unweighted task success, matching the adapter parity metric success_rate (%) rather than scaled_success_rate. Because the JSON does not contain the unweighted success_rate (%) metric, no external doc_metric is directly comparable."
research-code-bench,researchcodebench,ResearchCodeBench,gpt-5-mini,codex,0.599057,,,,,scaled pass@1,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"Public paper/leaderboard results in the JSON report scaled pass@1, which is LoC-weighted. The Harbor matrix covers all 212 snippet tasks and aggregates unweighted task success, matching the adapter parity metric success_rate (%) rather than scaled_success_rate. Because the JSON does not contain the unweighted success_rate (%) metric, no external doc_metric is directly comparable."
research-code-bench,researchcodebench,ResearchCodeBench,gpt-5-nano,terminus-2,0.001572,,,,,scaled pass@1,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"Public paper/leaderboard results in the JSON report scaled pass@1, which is LoC-weighted. The Harbor matrix covers all 212 snippet tasks and aggregates unweighted task success, matching the adapter parity metric success_rate (%) rather than scaled_success_rate. Because the JSON does not contain the unweighted success_rate (%) metric, no external doc_metric is directly comparable."
research-code-bench,researchcodebench,ResearchCodeBench,gpt-5-nano,codex,0.421384,,,,,scaled pass@1,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"Public paper/leaderboard results in the JSON report scaled pass@1, which is LoC-weighted. The Harbor matrix covers all 212 snippet tasks and aggregates unweighted task success, matching the adapter parity metric success_rate (%) rather than scaled_success_rate. Because the JSON does not contain the unweighted success_rate (%) metric, no external doc_metric is directly comparable."
research-code-bench,researchcodebench,ResearchCodeBench,claude-haiku-4-5-20251001,terminus-2,0.003145,,,,,scaled pass@1,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"Public paper/leaderboard results in the JSON report scaled pass@1, which is LoC-weighted. The Harbor matrix covers all 212 snippet tasks and aggregates unweighted task success, matching the adapter parity metric success_rate (%) rather than scaled_success_rate. Because the JSON does not contain the unweighted success_rate (%) metric, no external doc_metric is directly comparable."
research-code-bench,researchcodebench,ResearchCodeBench,claude-haiku-4-5-20251001,claude-code,0.433962,,,,,scaled pass@1,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"Public paper/leaderboard results in the JSON report scaled pass@1, which is LoC-weighted. The Harbor matrix covers all 212 snippet tasks and aggregates unweighted task success, matching the adapter parity metric success_rate (%) rather than scaled_success_rate. Because the JSON does not contain the unweighted success_rate (%) metric, no external doc_metric is directly comparable."
research-code-bench,researchcodebench,ResearchCodeBench,claude-sonnet-4-6,terminus-2,0.006289,,,,,scaled pass@1,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"Public paper/leaderboard results in the JSON report scaled pass@1, which is LoC-weighted. The Harbor matrix covers all 212 snippet tasks and aggregates unweighted task success, matching the adapter parity metric success_rate (%) rather than scaled_success_rate. Because the JSON does not contain the unweighted success_rate (%) metric, no external doc_metric is directly comparable."
research-code-bench,researchcodebench,ResearchCodeBench,claude-sonnet-4-6,claude-code,0.533019,,,,,scaled pass@1,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"Public paper/leaderboard results in the JSON report scaled pass@1, which is LoC-weighted. The Harbor matrix covers all 212 snippet tasks and aggregates unweighted task success, matching the adapter parity metric success_rate (%) rather than scaled_success_rate. Because the JSON does not contain the unweighted success_rate (%) metric, no external doc_metric is directly comparable."
